itemid,arg1,arg2,sent1,sent2,arg1_arg2,sent1_sent2,majoritylabel_sampled,synchronous,precedence,succession,reason,result,arg1-as-cond,arg2-as-cond,arg1-as-negcond,arg2-as-negcond,arg1-as-goal,arg2-as-goal,arg1-as-denier,arg2-as-denier,contrast,similarity,conjunction,disjunction,arg1-as-instance,arg2-as-instance,arg1-as-detail,arg2-as-detail,equivalence,arg1-as-manner,arg2-as-manner,arg1-as-excpt,arg2-as-excpt,arg2-as-subst,arg1-as-subst,differentcon,norel
original_en_batch_06_item_08,But there are some questions still outstanding. There does not seem to be any emphasis on the fight against AIDS in the programme.,The situation of AIDS in Africa now is so serious that more people are dying of AIDS than are dying in conflict. I hope that the Minister will take some time to pursue that particular issue.,There does not seem to be any emphasis on the fight against AIDS in the programme.,The situation of AIDS in Africa now is so serious that more people are dying of AIDS than are dying in conflict.,But there are some questions still outstanding. There does not seem to be any emphasis on the fight against AIDS in the programme. The situation of AIDS in Africa now is so serious that more people are dying of AIDS than are dying in conflict. I hope that the Minister will take some time to pursue that particular issue.,There does not seem to be any emphasis on the fight against AIDS in the programme. The situation of AIDS in Africa now is so serious that more people are dying of AIDS than are dying in conflict.,arg2-as-detail,0,0,0,0,0.1,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0.2,0,0.3,0,0,0,0,0,0,0,0,0
original_en_batch_06_item_09,There does not seem to be any emphasis on the fight against AIDS in the programme. The situation of AIDS in Africa now is so serious that more people are dying of AIDS than are dying in conflict.,I hope that the Minister will take some time to pursue that particular issue. Medicines are available in the United States but the United States is not making them cheap enough for the people in Africa.,The situation of AIDS in Africa now is so serious that more people are dying of AIDS than are dying in conflict.,I hope that the Minister will take some time to pursue that particular issue.,There does not seem to be any emphasis on the fight against AIDS in the programme. The situation of AIDS in Africa now is so serious that more people are dying of AIDS than are dying in conflict. I hope that the Minister will take some time to pursue that particular issue. Medicines are available in the United States but the United States is not making them cheap enough for the people in Africa.,The situation of AIDS in Africa now is so serious that more people are dying of AIDS than are dying in conflict. I hope that the Minister will take some time to pursue that particular issue.,result,0.1,0,0,0,0.6,0.1,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
original_en_batch_06_item_10,The situation of AIDS in Africa now is so serious that more people are dying of AIDS than are dying in conflict. I hope that the Minister will take some time to pursue that particular issue.,Medicines are available in the United States but the United States is not making them cheap enough for the people in Africa.,I hope that the Minister will take some time to pursue that particular issue.,Medicines are available in the United States but the United States is not making them cheap enough for the people in Africa.,The situation of AIDS in Africa now is so serious that more people are dying of AIDS than are dying in conflict. I hope that the Minister will take some time to pursue that particular issue. Medicines are available in the United States but the United States is not making them cheap enough for the people in Africa.,I hope that the Minister will take some time to pursue that particular issue. Medicines are available in the United States but the United States is not making them cheap enough for the people in Africa.,reason,0,0,0,0.4,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0.1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0
original_en_batch_06_item_20,"Madam President, we are not asking for more bureaucracy, as Mr Karas put it just a few minutes ago. We are looking for solutions.",Of course capital markets need clarity- that is actually the idea. The Tobin tax will bring some transparency to a very obscure question.,We are looking for solutions.,Of course capital markets need clarity- that is actually the idea.,"Madam President, we are not asking for more bureaucracy, as Mr Karas put it just a few minutes ago. We are looking for solutions. Of course capital markets need clarity- that is actually the idea. The Tobin tax will bring some transparency to a very obscure question.",We are looking for solutions. Of course capital markets need clarity- that is actually the idea.,result,0,0,0,0.2,0.2,0,0,0,0,0,0.1,0,0.1,0.1,0,0.2,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
original_en_batch_07_item_05,"Madam President, my group welcomes this debate because it is a defining moment. This is the first time in the history of the modern European project that we stand at the threshold of seeing the mainstreaming of a party of the extreme right.",That is deeply disturbing.,This is the first time in the history of the modern European project that we stand at the threshold of seeing the mainstreaming of a party of the extreme right.,That is deeply disturbing.,"Madam President, my group welcomes this debate because it is a defining moment. This is the first time in the history of the modern European project that we stand at the threshold of seeing the mainstreaming of a party of the extreme right. That is deeply disturbing.",This is the first time in the history of the modern European project that we stand at the threshold of seeing the mainstreaming of a party of the extreme right. That is deeply disturbing.,result,0,0,0,0,0.6,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0.2,0,0,0,0,0,0,0
original_en_batch_07_item_07,"We also, however, deplore the fact that your Parliament should consider interfering in the policies of an elected government of any country, especially one which is part of the European Union. My party at home are certainly not racists, but we do not accept the rule or interference of the European Union very well.",Are you going to interfere with Great Britain's Parliament if we are elected?,"My party at home are certainly not racists, but we do not accept the rule or interference of the European Union very well.",Are you going to interfere with Great Britain's Parliament if we are elected?,"We also, however, deplore the fact that your Parliament should consider interfering in the policies of an elected government of any country, especially one which is part of the European Union. My party at home are certainly not racists, but we do not accept the rule or interference of the European Union very well. Are you going to interfere with Great Britain's Parliament if we are elected?","My party at home are certainly not racists, but we do not accept the rule or interference of the European Union very well. Are you going to interfere with Great Britain's Parliament if we are elected?",conjunction,0.1,0,0,0,0,0.2,0,0,0,0,0,0.1,0.1,0,0,0.3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1
original_en_batch_07_item_09,"Mr President, for the Socialist Group I can say we will be supporting the draft opinion put forward by the rapporteurs on behalf of the Constitutional Affairs Committee.","We are giving a positive opinion on the convening of the IGC precisely because we have been impressed by the attitude of the Portuguese Presidency which has taken on board our request that the agenda of the IGC be widened. The Amsterdam leftovers is not a very good term, because they are very important subjects in themselves.","Mr President, for the Socialist Group I can say we will be supporting the draft opinion put forward by the rapporteurs on behalf of the Constitutional Affairs Committee.",We are giving a positive opinion on the convening of the IGC precisely because we have been impressed by the attitude of the Portuguese Presidency which has taken on board our request that the agenda of the IGC be widened.,"Mr President, for the Socialist Group I can say we will be supporting the draft opinion put forward by the rapporteurs on behalf of the Constitutional Affairs Committee. We are giving a positive opinion on the convening of the IGC precisely because we have been impressed by the attitude of the Portuguese Presidency which has taken on board our request that the agenda of the IGC be widened. The Amsterdam leftovers is not a very good term, because they are very important subjects in themselves.","Mr President, for the Socialist Group I can say we will be supporting the draft opinion put forward by the rapporteurs on behalf of the Constitutional Affairs Committee. We are giving a positive opinion on the convening of the IGC precisely because we have been impressed by the attitude of the Portuguese Presidency which has taken on board our request that the agenda of the IGC be widened.",conjunction,0,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0
original_en_batch_07_item_10,"Mr President, for the Socialist Group I can say we will be supporting the draft opinion put forward by the rapporteurs on behalf of the Constitutional Affairs Committee. We are giving a positive opinion on the convening of the IGC precisely because we have been impressed by the attitude of the Portuguese Presidency which has taken on board our request that the agenda of the IGC be widened.","The Amsterdam leftovers is not a very good term, because they are very important subjects in themselves. Let us call them the first three subjects of the IGC.",We are giving a positive opinion on the convening of the IGC precisely because we have been impressed by the attitude of the Portuguese Presidency which has taken on board our request that the agenda of the IGC be widened.,"The Amsterdam leftovers is not a very good term, because they are very important subjects in themselves.","Mr President, for the Socialist Group I can say we will be supporting the draft opinion put forward by the rapporteurs on behalf of the Constitutional Affairs Committee. We are giving a positive opinion on the convening of the IGC precisely because we have been impressed by the attitude of the Portuguese Presidency which has taken on board our request that the agenda of the IGC be widened. The Amsterdam leftovers is not a very good term, because they are very important subjects in themselves. Let us call them the first three subjects of the IGC.","We are giving a positive opinion on the convening of the IGC precisely because we have been impressed by the attitude of the Portuguese Presidency which has taken on board our request that the agenda of the IGC be widened. The Amsterdam leftovers is not a very good term, because they are very important subjects in themselves.",conjunction,0.1,0,0,0.1,0,0,0,0,0,0,0,0.1,0.1,0.2,0,0.3,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
original_en_batch_07_item_11,"We are giving a positive opinion on the convening of the IGC precisely because we have been impressed by the attitude of the Portuguese Presidency which has taken on board our request that the agenda of the IGC be widened. The Amsterdam leftovers is not a very good term, because they are very important subjects in themselves.",Let us call them the first three subjects of the IGC.,"The Amsterdam leftovers is not a very good term, because they are very important subjects in themselves.",Let us call them the first three subjects of the IGC.,"We are giving a positive opinion on the convening of the IGC precisely because we have been impressed by the attitude of the Portuguese Presidency which has taken on board our request that the agenda of the IGC be widened. The Amsterdam leftovers is not a very good term, because they are very important subjects in themselves. Let us call them the first three subjects of the IGC.","The Amsterdam leftovers is not a very good term, because they are very important subjects in themselves. Let us call them the first three subjects of the IGC.",result,0.1,0,0,0,0.4,0,0,0,0,0.1,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0,0
original_en_batch_07_item_12,We should no longer be worried that the agenda for the IGC will be restricted.,"That is one of the political conclusions that we must draw from the grave decision of 14 Member States yesterday virtually to freeze relations with a partner. It makes it impossible for those same Member States, at the IGC, to fail to give operational meaning to the protection and advancement of fundamental rights.",We should no longer be worried that the agenda for the IGC will be restricted.,That is one of the political conclusions that we must draw from the grave decision of 14 Member States yesterday virtually to freeze relations with a partner.,"We should no longer be worried that the agenda for the IGC will be restricted. That is one of the political conclusions that we must draw from the grave decision of 14 Member States yesterday virtually to freeze relations with a partner. It makes it impossible for those same Member States, at the IGC, to fail to give operational meaning to the protection and advancement of fundamental rights.",We should no longer be worried that the agenda for the IGC will be restricted. That is one of the political conclusions that we must draw from the grave decision of 14 Member States yesterday virtually to freeze relations with a partner.,reason,0,0,0,0.6,0.1,0,0,0,0,0,0.1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
original_en_batch_07_item_13,"That is one of the political conclusions that we must draw from the grave decision of 14 Member States yesterday virtually to freeze relations with a partner. It makes it impossible for those same Member States, at the IGC, to fail to give operational meaning to the protection and advancement of fundamental rights.","It is already strange within the convention that is drafting the charter to see representatives of some Member States, especially Britain and France, seeking to argue that a mandatory charter would somehow be an infringement of national sovereignty.","It makes it impossible for those same Member States, at the IGC, to fail to give operational meaning to the protection and advancement of fundamental rights.","It is already strange within the convention that is drafting the charter to see representatives of some Member States, especially Britain and France, seeking to argue that a mandatory charter would somehow be an infringement of national sovereignty.","That is one of the political conclusions that we must draw from the grave decision of 14 Member States yesterday virtually to freeze relations with a partner. It makes it impossible for those same Member States, at the IGC, to fail to give operational meaning to the protection and advancement of fundamental rights. It is already strange within the convention that is drafting the charter to see representatives of some Member States, especially Britain and France, seeking to argue that a mandatory charter would somehow be an infringement of national sovereignty.","It makes it impossible for those same Member States, at the IGC, to fail to give operational meaning to the protection and advancement of fundamental rights. It is already strange within the convention that is drafting the charter to see representatives of some Member States, especially Britain and France, seeking to argue that a mandatory charter would somehow be an infringement of national sovereignty.",arg2-as-detail,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0.3,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
original_en_batch_07_item_15,"My colleagues, Mrs Frassoni and Mr Onesta have already spoken, somewhat sceptically, about some aspects of the matter in hand.","I wish to add a voice of concern on the topic of subsidiarity, not just between Union and Member States but between Member States and their own internally self- governing regions. This has been given inadequate attention and there are many things to be concerned about.","My colleagues, Mrs Frassoni and Mr Onesta have already spoken, somewhat sceptically, about some aspects of the matter in hand.","I wish to add a voice of concern on the topic of subsidiarity, not just between Union and Member States but between Member States and their own internally self- governing regions.","My colleagues, Mrs Frassoni and Mr Onesta have already spoken, somewhat sceptically, about some aspects of the matter in hand. I wish to add a voice of concern on the topic of subsidiarity, not just between Union and Member States but between Member States and their own internally self- governing regions. This has been given inadequate attention and there are many things to be concerned about.","My colleagues, Mrs Frassoni and Mr Onesta have already spoken, somewhat sceptically, about some aspects of the matter in hand. I wish to add a voice of concern on the topic of subsidiarity, not just between Union and Member States but between Member States and their own internally self- governing regions.",conjunction,0,0.2,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
original_en_batch_07_item_17,"Mr President, I would like to congratulate the rapporteur and welcome the contents of this report.",It has caused me to reflect on two problems which have come to me recently in my own constituency. Both concern cases with decisions pending before the Court of Justice.,"Mr President, I would like to congratulate the rapporteur and welcome the contents of this report.",It has caused me to reflect on two problems which have come to me recently in my own constituency.,"Mr President, I would like to congratulate the rapporteur and welcome the contents of this report. It has caused me to reflect on two problems which have come to me recently in my own constituency. Both concern cases with decisions pending before the Court of Justice.","Mr President, I would like to congratulate the rapporteur and welcome the contents of this report. It has caused me to reflect on two problems which have come to me recently in my own constituency.",result,0,0,0,0.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
original_en_batch_07_item_18,"Mr President, I would like to congratulate the rapporteur and welcome the contents of this report. It has caused me to reflect on two problems which have come to me recently in my own constituency.",Both concern cases with decisions pending before the Court of Justice.,It has caused me to reflect on two problems which have come to me recently in my own constituency.,Both concern cases with decisions pending before the Court of Justice.,"Mr President, I would like to congratulate the rapporteur and welcome the contents of this report. It has caused me to reflect on two problems which have come to me recently in my own constituency. Both concern cases with decisions pending before the Court of Justice.",It has caused me to reflect on two problems which have come to me recently in my own constituency. Both concern cases with decisions pending before the Court of Justice.,conjunction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
original_en_batch_08_item_08,"Mr President, I am very pleased that environmental protection is now a priority for this Parliament, as indeed it is for the citizens of Europe.",There is no doubt that abandoned cars represent a serious threat to the visual and physical environment. Our citizens expect us in this regard to protect their interests.,"Mr President, I am very pleased that environmental protection is now a priority for this Parliament, as indeed it is for the citizens of Europe.",There is no doubt that abandoned cars represent a serious threat to the visual and physical environment.,"Mr President, I am very pleased that environmental protection is now a priority for this Parliament, as indeed it is for the citizens of Europe. There is no doubt that abandoned cars represent a serious threat to the visual and physical environment. Our citizens expect us in this regard to protect their interests.","Mr President, I am very pleased that environmental protection is now a priority for this Parliament, as indeed it is for the citizens of Europe. There is no doubt that abandoned cars represent a serious threat to the visual and physical environment.",reason,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.2,0,0,0,0,0,0,0,0,0
original_en_batch_08_item_09,"Mr President, I am very pleased that environmental protection is now a priority for this Parliament, as indeed it is for the citizens of Europe. There is no doubt that abandoned cars represent a serious threat to the visual and physical environment.",Our citizens expect us in this regard to protect their interests.,There is no doubt that abandoned cars represent a serious threat to the visual and physical environment.,Our citizens expect us in this regard to protect their interests.,"Mr President, I am very pleased that environmental protection is now a priority for this Parliament, as indeed it is for the citizens of Europe. There is no doubt that abandoned cars represent a serious threat to the visual and physical environment. Our citizens expect us in this regard to protect their interests.",There is no doubt that abandoned cars represent a serious threat to the visual and physical environment. Our citizens expect us in this regard to protect their interests.,result,0,0,0,0,0.5,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0
original_en_batch_08_item_10,"Mr President, this excellent directive will end the dumping of old cars, encourage recycling, and above all encourage manufacturers to design cars which can easily be recycled.","Now who should pay the costs? Whatever system is adopted, ultimately the cost will be passed on to the consumer.","Mr President, this excellent directive will end the dumping of old cars, encourage recycling, and above all encourage manufacturers to design cars which can easily be recycled.",Now who should pay the costs?,"Mr President, this excellent directive will end the dumping of old cars, encourage recycling, and above all encourage manufacturers to design cars which can easily be recycled. Now who should pay the costs? Whatever system is adopted, ultimately the cost will be passed on to the consumer.","Mr President, this excellent directive will end the dumping of old cars, encourage recycling, and above all encourage manufacturers to design cars which can easily be recycled. Now who should pay the costs?",conjunction,0.1,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.3,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0.1
original_en_batch_08_item_11,"Now who should pay the costs? Whatever system is adopted, ultimately the cost will be passed on to the consumer.",The best way of achieving our environmental objectives is to make the manufacturers our instrument both for collecting the money and for disposing and recycling of the cars.,"Whatever system is adopted, ultimately the cost will be passed on to the consumer.",The best way of achieving our environmental objectives is to make the manufacturers our instrument both for collecting the money and for disposing and recycling of the cars.,"Now who should pay the costs? Whatever system is adopted, ultimately the cost will be passed on to the consumer. The best way of achieving our environmental objectives is to make the manufacturers our instrument both for collecting the money and for disposing and recycling of the cars.","Whatever system is adopted, ultimately the cost will be passed on to the consumer. The best way of achieving our environmental objectives is to make the manufacturers our instrument both for collecting the money and for disposing and recycling of the cars.",reason,0.1,0,0,0.3,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0.2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
original_en_batch_08_item_12,"Mr President, like so many others here today, I believe this is a good measure.",This is a useful measure and it is one which we all need. Most of the technical issues have been resolved.,"Mr President, like so many others here today, I believe this is a good measure.",This is a useful measure and it is one which we all need.,"Mr President, like so many others here today, I believe this is a good measure. This is a useful measure and it is one which we all need. Most of the technical issues have been resolved.","Mr President, like so many others here today, I believe this is a good measure. This is a useful measure and it is one which we all need.",similarity,0,0,0,0.3,0,0,0,0,0,0,0.1,0,0,0,0.3,0.2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
original_en_batch_08_item_13,"Mr President, like so many others here today, I believe this is a good measure. This is a useful measure and it is one which we all need.",Most of the technical issues have been resolved.,This is a useful measure and it is one which we all need.,Most of the technical issues have been resolved.,"Mr President, like so many others here today, I believe this is a good measure. This is a useful measure and it is one which we all need. Most of the technical issues have been resolved.",This is a useful measure and it is one which we all need. Most of the technical issues have been resolved.,conjunction,0,0,0,0.2,0,0,0,0,0,0,0.1,0,0,0.1,0,0.4,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0
original_en_batch_08_item_15,"Mr President, this is an extremely bad directive. First of all, as my colleague Mr Bowis has pointed out, it is retrospective and that is wrong in principle. Secondly, it dumps huge costs on the European motor industry which would damage competitiveness and damage employment.",In this Parliament we constantly talk about the need to promote employment and jobs in Europe and yet we constantly pass measures which will have the effect of reducing employment.,"Secondly, it dumps huge costs on the European motor industry which would damage competitiveness and damage employment.",In this Parliament we constantly talk about the need to promote employment and jobs in Europe and yet we constantly pass measures which will have the effect of reducing employment.,"Mr President, this is an extremely bad directive. First of all, as my colleague Mr Bowis has pointed out, it is retrospective and that is wrong in principle. Secondly, it dumps huge costs on the European motor industry which would damage competitiveness and damage employment. In this Parliament we constantly talk about the need to promote employment and jobs in Europe and yet we constantly pass measures which will have the effect of reducing employment.","Secondly, it dumps huge costs on the European motor industry which would damage competitiveness and damage employment. In this Parliament we constantly talk about the need to promote employment and jobs in Europe and yet we constantly pass measures which will have the effect of reducing employment.",arg1-as-instance,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0.1,0.1,0,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0
original_en_batch_09_item_01,"Madam President, on a point of order. The BBC this morning reported that a British Member of this House, holding a senior position within his delegation, continues to offer strategic advice to private clients, but does not state in the Register of Interests who these clients are.","The people of Europe have a right to expect their representatives to keep the public interest separate from private profit, but they can only be sure that this is being done in all cases if the information is both publicly available and easily accessible.","The BBC this morning reported that a British Member of this House, holding a senior position within his delegation, continues to offer strategic advice to private clients, but does not state in the Register of Interests who these clients are.","The people of Europe have a right to expect their representatives to keep the public interest separate from private profit, but they can only be sure that this is being done in all cases if the information is both publicly available and easily accessible.","Madam President, on a point of order. The BBC this morning reported that a British Member of this House, holding a senior position within his delegation, continues to offer strategic advice to private clients, but does not state in the Register of Interests who these clients are. The people of Europe have a right to expect their representatives to keep the public interest separate from private profit, but they can only be sure that this is being done in all cases if the information is both publicly available and easily accessible.","The BBC this morning reported that a British Member of this House, holding a senior position within his delegation, continues to offer strategic advice to private clients, but does not state in the Register of Interests who these clients are. The people of Europe have a right to expect their representatives to keep the public interest separate from private profit, but they can only be sure that this is being done in all cases if the information is both publicly available and easily accessible.",contrast,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0
original_en_batch_09_item_03,"Madam President, I rise under Rule 9 of the Rules of Procedure of this House and allude to the same point raised by Mr Davies about the very serious allegations made on BBC radio this morning.","I would welcome an assurance from you that you will order an investigation to ensure that the two Members who were named in this particular BBC interview are not running their companies from this Parliament or from parliamentary offices, because that would be a very serious matter indeed. In the past the British Conservatives'double standards have brought the United Kingdom's House of Commons into disrepute, and there is a very real danger that such behaviour would have a similar impact on this Parliament.","Madam President, I rise under Rule 9 of the Rules of Procedure of this House and allude to the same point raised by Mr Davies about the very serious allegations made on BBC radio this morning.","I would welcome an assurance from you that you will order an investigation to ensure that the two Members who were named in this particular BBC interview are not running their companies from this Parliament or from parliamentary offices, because that would be a very serious matter indeed.","Madam President, I rise under Rule 9 of the Rules of Procedure of this House and allude to the same point raised by Mr Davies about the very serious allegations made on BBC radio this morning. I would welcome an assurance from you that you will order an investigation to ensure that the two Members who were named in this particular BBC interview are not running their companies from this Parliament or from parliamentary offices, because that would be a very serious matter indeed. In the past the British Conservatives'double standards have brought the United Kingdom's House of Commons into disrepute, and there is a very real danger that such behaviour would have a similar impact on this Parliament.","Madam President, I rise under Rule 9 of the Rules of Procedure of this House and allude to the same point raised by Mr Davies about the very serious allegations made on BBC radio this morning. I would welcome an assurance from you that you will order an investigation to ensure that the two Members who were named in this particular BBC interview are not running their companies from this Parliament or from parliamentary offices, because that would be a very serious matter indeed.",conjunction,0,0,0,0,0.2,0,0,0,0,0,0.1,0,0,0,0,0.4,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0
original_en_batch_09_item_04,"Madam President, I rise under Rule 9 of the Rules of Procedure of this House and allude to the same point raised by Mr Davies about the very serious allegations made on BBC radio this morning. I would welcome an assurance from you that you will order an investigation to ensure that the two Members who were named in this particular BBC interview are not running their companies from this Parliament or from parliamentary offices, because that would be a very serious matter indeed.","In the past the British Conservatives'double standards have brought the United Kingdom's House of Commons into disrepute, and there is a very real danger that such behaviour would have a similar impact on this Parliament.","I would welcome an assurance from you that you will order an investigation to ensure that the two Members who were named in this particular BBC interview are not running their companies from this Parliament or from parliamentary offices, because that would be a very serious matter indeed.","In the past the British Conservatives'double standards have brought the United Kingdom's House of Commons into disrepute, and there is a very real danger that such behaviour would have a similar impact on this Parliament.","Madam President, I rise under Rule 9 of the Rules of Procedure of this House and allude to the same point raised by Mr Davies about the very serious allegations made on BBC radio this morning. I would welcome an assurance from you that you will order an investigation to ensure that the two Members who were named in this particular BBC interview are not running their companies from this Parliament or from parliamentary offices, because that would be a very serious matter indeed. In the past the British Conservatives'double standards have brought the United Kingdom's House of Commons into disrepute, and there is a very real danger that such behaviour would have a similar impact on this Parliament.","I would welcome an assurance from you that you will order an investigation to ensure that the two Members who were named in this particular BBC interview are not running their companies from this Parliament or from parliamentary offices, because that would be a very serious matter indeed. In the past the British Conservatives'double standards have brought the United Kingdom's House of Commons into disrepute, and there is a very real danger that such behaviour would have a similar impact on this Parliament.",reason,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0
original_en_batch_09_item_05,"Madam President, on a point of order. I have already written to you on a number of occasions concerning how points of order are raised in the House.",I wonder on what point of order Mr Davies was speaking. Why did he not mention the fact that one of his own Liberal colleagues also has a consultancy that is under investigation by the BBC?,I have already written to you on a number of occasions concerning how points of order are raised in the House.,I wonder on what point of order Mr Davies was speaking.,"Madam President, on a point of order. I have already written to you on a number of occasions concerning how points of order are raised in the House. I wonder on what point of order Mr Davies was speaking. Why did he not mention the fact that one of his own Liberal colleagues also has a consultancy that is under investigation by the BBC?",I have already written to you on a number of occasions concerning how points of order are raised in the House. I wonder on what point of order Mr Davies was speaking.,conjunction,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
original_en_batch_09_item_06,I have already written to you on a number of occasions concerning how points of order are raised in the House. I wonder on what point of order Mr Davies was speaking.,"Why did he not mention the fact that one of his own Liberal colleagues also has a consultancy that is under investigation by the BBC? Is this House going to let its agenda be determined by scurrilous reports on a programme which bases its news items on lies, or is it going to get down to serious work and address the challenges facing Europe?",I wonder on what point of order Mr Davies was speaking.,Why did he not mention the fact that one of his own Liberal colleagues also has a consultancy that is under investigation by the BBC?,"I have already written to you on a number of occasions concerning how points of order are raised in the House. I wonder on what point of order Mr Davies was speaking. Why did he not mention the fact that one of his own Liberal colleagues also has a consultancy that is under investigation by the BBC? Is this House going to let its agenda be determined by scurrilous reports on a programme which bases its news items on lies, or is it going to get down to serious work and address the challenges facing Europe?",I wonder on what point of order Mr Davies was speaking. Why did he not mention the fact that one of his own Liberal colleagues also has a consultancy that is under investigation by the BBC?,conjunction,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0
original_en_batch_09_item_07,I wonder on what point of order Mr Davies was speaking. Why did he not mention the fact that one of his own Liberal colleagues also has a consultancy that is under investigation by the BBC?,"Is this House going to let its agenda be determined by scurrilous reports on a programme which bases its news items on lies, or is it going to get down to serious work and address the challenges facing Europe?",Why did he not mention the fact that one of his own Liberal colleagues also has a consultancy that is under investigation by the BBC?,"Is this House going to let its agenda be determined by scurrilous reports on a programme which bases its news items on lies, or is it going to get down to serious work and address the challenges facing Europe?","I wonder on what point of order Mr Davies was speaking. Why did he not mention the fact that one of his own Liberal colleagues also has a consultancy that is under investigation by the BBC? Is this House going to let its agenda be determined by scurrilous reports on a programme which bases its news items on lies, or is it going to get down to serious work and address the challenges facing Europe?","Why did he not mention the fact that one of his own Liberal colleagues also has a consultancy that is under investigation by the BBC? Is this House going to let its agenda be determined by scurrilous reports on a programme which bases its news items on lies, or is it going to get down to serious work and address the challenges facing Europe?",conjunction,0,0,0,0,0,0.1,0,0,0,0.1,0.1,0,0,0.1,0,0.4,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1
original_en_batch_09_item_16,"Mr President, my reason for wanting to contribute to this debate is because the URBAN initiative, in Ireland in particular, has been quite successful and I am keen that the European Union make a further contribution in that area.","It is a sad fact that there are many hundreds, if not thousands, of communities in the European Union suffering very severe poverty and disadvantage.","Mr President, my reason for wanting to contribute to this debate is because the URBAN initiative, in Ireland in particular, has been quite successful and I am keen that the European Union make a further contribution in that area.","It is a sad fact that there are many hundreds, if not thousands, of communities in the European Union suffering very severe poverty and disadvantage.","Mr President, my reason for wanting to contribute to this debate is because the URBAN initiative, in Ireland in particular, has been quite successful and I am keen that the European Union make a further contribution in that area. It is a sad fact that there are many hundreds, if not thousands, of communities in the European Union suffering very severe poverty and disadvantage.","Mr President, my reason for wanting to contribute to this debate is because the URBAN initiative, in Ireland in particular, has been quite successful and I am keen that the European Union make a further contribution in that area. It is a sad fact that there are many hundreds, if not thousands, of communities in the European Union suffering very severe poverty and disadvantage.",reason,0,0,0,0.5,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
